,subnet,sample_run,Edge,Avail,TotalCost
0,1,0,13,0.9090377939631238,960.0
0,1,1,13,0.9610268790861816,1856.5207053486515
0,1,2,13,0.9210194973715863,851.1017463754255
0,1,3,13,0.9288581184024767,1895.6019103843837
0,1,4,13,0.9530307652266033,2482.3511714508236
0,1,5,13,0.9513820329697887,1380.0
0,1,6,13,0.9158562122082626,1510.0
0,1,7,13,0.9382750674195677,2638.416741229902
0,1,8,13,0.9486236685175526,1448.4570293635054
0,1,9,13,0.9616384064936118,1728.5717574598712
0,1,10,13,0.9582160855796245,1871.9436050604183
0,1,11,13,0.9170057546516788,1364.9740029152051
0,1,12,13,0.952668884008081,2380.0
0,1,13,13,0.9746157004717075,2647.636074158553
0,1,14,13,0.9653366074893446,4199.572634397492
0,1,15,13,0.9021278043079403,1344.907946963896
0,1,16,13,0.9473036872123376,1461.4315578515814
0,1,17,13,0.9645646536440403,2195.1296134983713
0,1,18,13,0.9514896355983578,1900.0
0,1,19,13,0.9514896355983578,2380.0
0,1,20,13,0.941842711588956,951.0975307217503
0,1,21,13,0.9107526855346466,1891.312805914945
0,1,22,13,0.923439572263126,2376.6876130819546
0,1,23,13,0.9253822076573248,1475.2922995861575
0,1,24,13,0.9523567976229643,1582.675063180244
0,1,25,13,0.9318156651760726,1474.870038888779
0,1,26,13,0.9513169780010873,1473.8488244929913
0,1,27,13,0.9278631713877047,2188.2257841352266
0,1,28,13,0.9621675556695553,1346.3903120871146
0,1,29,13,0.9514896355983578,1135.739600566937
0,1,30,13,0.9288581184024767,2511.0882939189955
0,1,31,13,0.9202536033861467,1050.8574245814573
0,1,32,13,0.923439572263126,2652.850871361204
0,1,33,13,0.9382971069794953,2736.6552266350204
0,1,34,13,0.9288581184024767,943.3917685269228
0,1,35,13,0.9537023482582091,1318.1367584457073
0,1,36,13,0.9514844237868171,1503.0594513249987
0,1,37,13,0.9603372606416424,1144.6637833720763
0,1,38,13,0.9513076343908549,2683.407214372702
0,1,39,13,0.9601212119153075,1823.7036680823103
0,1,40,13,0.9746697143718017,960.0
0,1,41,13,0.9353360604508957,2473.8075838265167
0,1,42,13,0.9483039430691033,1132.1256742523633
0,1,43,13,0.9485208386791981,2374.7116087613445
0,1,44,13,0.9532989883011321,2009.4689604014873
0,1,45,13,0.9530830909061502,1890.8197786346993
0,1,46,13,0.9110337497014381,955.0281325944093
0,1,47,13,0.9074540548131821,950.538396256222
0,1,48,13,0.9486842693743226,1848.8715501558765
0,1,49,13,0.9513019666740827,854.7789331136246
0,1,50,13,0.9532433487674725,1450.301460823581
0,1,51,13,0.9094532238167204,2340.0
0,1,52,13,0.9288581184024767,1456.1866431876051
0,1,53,13,0.9502257869900129,2637.4410076297795
0,1,54,13,0.9400108355180712,2665.3632773273025
0,1,55,13,0.9593273184069602,1152.679704353916
0,1,56,13,0.9792238551584569,1555.152534702883
0,1,57,13,0.9669225697787438,1330.373155809949
0,1,58,13,0.9534175407925484,1132.5668672486925
0,1,59,13,0.9752726620882319,755.6141639700948
0,1,0,40,0.7864152375338355,2590.0
0,1,1,40,0.7450100206536264,814.8003103540416
0,1,2,40,0.7881689142230036,1557.7231574118248
0,1,3,40,0.778516003303064,1979.2370628319552
0,1,4,40,0.7818890326297107,2834.716895936361
0,1,5,40,0.23831721762017044,752.6671350155939
0,1,6,40,0.7484389125015727,1760.2322299964442
0,1,7,40,0.7473729120742291,1890.0
0,1,8,40,0.7801829881586191,2130.0
0,1,9,40,0.47769536927930717,1340.0
0,1,10,40,0.7865074380235756,1340.0
0,1,11,40,0.7799394976995498,2279.1932655991372
0,1,12,40,0.8342798188438217,1805.2415030452626
0,1,13,40,0.7793233366977723,1208.715308835707
0,1,14,40,0.7476518666248143,2322.5634139631225
0,1,15,40,0.788793219641306,2180.0
0,1,16,40,0.7399324001565744,2250.0
0,1,17,40,0.7892315853267946,2161.5316096445213
0,1,18,40,0.7531288597464936,1250.0
0,1,19,40,0.7799903722030902,1310.0
0,1,20,40,0.7495468188676166,2579.934250716575
0,1,21,40,0.7561021183724235,2170.0
0,1,22,40,0.7891758940617013,1017.7233000253802
0,1,23,40,0.7856824976516574,1783.4066936370625
0,1,24,40,0.7690393758442793,2277.6457243325463
0,1,25,40,0.7423371130463535,2973.17467405117
0,1,26,40,0.7784485629059138,1340.0
0,1,27,40,0.7825297728863516,1943.7376746472626
0,1,28,40,0.49084775859021085,1910.0
0,1,29,40,0.7399123519377302,1250.0
0,1,30,40,0.7331486708810597,1517.5844553793277
0,1,31,40,0.7798979722545648,1573.7842722153882
0,1,32,40,0.7483938229179672,1601.7631667126127
0,1,33,40,0.7450100206536264,1310.0
0,1,34,40,0.753906686804531,1860.3816272691952
0,1,35,40,0.752552329678412,2895.9972669633808
0,1,36,40,0.7539570384332717,0.4041840277533675
0,1,37,40,0.7810178880602403,2581.181376690737
0,1,38,40,0.7818742828664641,2130.0
0,1,39,40,0.7678750492147229,1910.0
0,1,40,40,0.762654665878835,2034.6294359913102
0,1,41,40,0.7827635384122268,2353.5861531313108
0,1,42,40,0.7856824976516574,2380.0
0,1,43,40,0.7892315853267946,2800.616450282975
0,1,44,40,0.2889410917388113,2275.2041107026207
0,1,45,40,0.7856397478102405,1890.0
0,1,46,40,0.7631126161125518,1510.43694800808
0,1,47,40,0.7495424510586619,1535.169096337166
0,1,48,40,0.7482805092537532,2896.460792876212
0,1,49,40,0.7559984235802573,0.5972113976199933
0,1,50,40,0.7849051632678299,2180.0
0,1,51,40,0.7669429623400172,1738.045773086234
0,1,52,40,0.7413223591893208,2374.974415112345
0,1,53,40,0.7882214749330424,1226.777745263318
0,1,54,40,0.8169221225419925,1880.0
0,1,55,40,0.7489188765079434,2122.32861409568
0,1,56,40,0.7597948280166643,2180.0
0,1,57,40,0.7783472511956044,2992.834073844464
0,1,58,40,0.7865140085599269,2250.0
0,1,59,40,0.7495468188676166,2180.0
0,2,0,22,0.9600368086246285,2610.0
0,2,1,22,0.9537503170772218,2447.9446867060474
0,2,2,22,0.9752229267627911,2780.3099623043336
0,2,3,22,0.972077114808376,905.0834433311621
0,2,4,22,0.9695892339052388,2610.0
0,2,5,22,0.9566540731747893,2640.0
0,2,6,22,0.917660805547638,1099.8723290767716
0,2,7,22,0.9558685265781094,2304.2835616673865
0,2,8,22,0.9714282795408061,1107.6265039301759
0,2,9,22,0.926909815997669,0.19702518259003954
0,2,10,22,0.967811279541169,1082.787647655662
0,2,11,22,0.972072740812482,1295.6628297200432
0,2,12,22,0.966421471904486,2135.9961117738735
0,2,13,22,0.9360646670876005,1030.0
0,2,14,22,0.947188723455684,1705.4894637131813
0,2,15,22,0.9263627384380115,1418.3357571012257
0,2,16,22,0.9697497049357862,1030.0
0,2,17,22,0.9759308379481818,1322.587857414315
0,2,18,22,0.9605759562882705,1427.2041532787152
0,2,19,22,0.9157592580106414,1169.7027646968377
0,2,20,22,0.9540500021539313,1140.0
0,2,21,22,0.9692523126657234,1309.8591886230763
0,2,22,22,0.9147142452828875,2913.2478125196963
0,2,23,22,0.9629349262183997,1288.8586731447433
0,2,24,22,0.9771989956795909,1539.2832968609844
0,2,25,22,0.9638347317913243,2306.25506912449
0,2,26,22,0.9751124810354792,0.3378772282881899
0,2,27,22,0.9196187569078943,2640.0
0,2,28,22,0.9649244565367319,1314.6273927204475
0,2,29,22,0.9461897520605737,1030.0
0,2,30,22,0.9782398833534517,2610.0
0,2,31,22,0.9500350205690689,2119.1775767077065
0,2,32,22,0.9720949325614381,1943.0884610784717
0,2,33,22,0.9716297220831002,938.4091949200096
0,2,34,22,0.9748090082823941,1320.0716284992684
0,2,35,22,0.9634803750104953,1306.6449124894266
0,2,36,22,0.7105417277309634,1030.0
0,2,37,22,0.9482655903528858,1030.0
0,2,38,22,0.9562884414203372,2540.0
0,2,39,22,0.947319271544413,1766.7501227067175
0,2,40,22,0.9606385418357649,1755.4340568851353
0,2,41,22,0.9752229267627911,2307.683193218243
0,2,42,22,0.9697497049357862,1163.3924330890509
0,2,43,22,0.9761747876765349,1368.2194868000738
0,2,44,22,0.9465576709684457,2135.060990561988
0,2,45,22,0.9604023271659088,1727.792483724579
0,2,46,22,0.9537997045567991,2307.943619016614
0,2,47,22,0.9697497049357862,862.3827503709235
0,2,48,22,0.960558827688653,868.9594360921044
0,2,49,22,0.9633145203464185,2940.0
0,2,50,22,0.9731352799596998,2300.742857313498
0,2,51,22,0.9564425175345125,1501.6760322923064
0,2,52,22,0.9697497049357862,1504.3558869414035
0,2,53,22,0.961503899796922,2140.0
0,2,54,22,0.9604081306609586,1140.0
0,2,55,22,0.947230536949486,2140.0
0,2,56,22,0.9419933991492835,753.9900107724453
0,2,57,22,0.946025978647095,1072.3638442149977
0,2,58,22,0.996823169428875,1110.0
0,2,59,22,0.964565261567941,1699.2039901471571
0,2,0,24,0.7564155497464806,3236.7232506750515
0,2,1,24,0.7791556754813159,3090.837074616017
0,2,2,24,0.7706013105171294,1405.796310146316
0,2,3,24,0.776875878477645,2791.7491460069605
0,2,4,24,0.7700594384568943,2100.5077213911973
0,2,5,24,0.7424135019025532,1139.3322061845279
0,2,6,24,0.7564155497464806,2160.0
0,2,7,24,0.7775309652378096,1800.0
0,2,8,24,0.7687817977777757,662.9557449289966
0,2,9,24,0.7656131875250747,1881.5600448725718
0,2,10,24,0.7799058357625824,1409.1936137718285
0,2,11,24,0.7785947392296799,0.14725447536872904
0,2,12,24,0.7424135019025532,950.0
0,2,13,24,0.7881279816373227,945.6036418208462
0,2,14,24,0.7422632250156146,1899.0497561965253
0,2,15,24,0.7564155497464806,1777.2673093344606
0,2,16,24,0.7704590560705673,1780.0
0,2,17,24,0.768691568405312,2189.4534761747855
0,2,18,24,0.8506311485055085,1245.2967153543857
0,2,19,24,0.7559090183944903,2764.911270687883
0,2,20,24,0.7883108139050535,1861.8792933691595
0,2,21,24,0.7515749763536942,2915.707751678357
0,2,22,24,0.7691340906354327,1873.534412392938
0,2,23,24,0.7707060135648921,1925.050459947286
0,2,24,24,0.7691644802645845,1723.0505707501625
0,2,25,24,0.7627745082253501,2160.0
0,2,26,24,0.7872238958343976,1991.649631696346
0,2,27,24,0.7431606046054349,2600.0
0,2,28,24,0.7703885387289378,2757.9549022169754
0,2,29,24,0.7776157154545782,1728.6649144493379
0,2,30,24,0.7873618846385314,1960.0
0,2,31,24,0.26339063488060305,2196.786219996238
0,2,32,24,0.7885896844329827,1800.0
0,2,33,24,0.7476104113747648,1991.849532509729
0,2,34,24,0.7496642544363865,1322.9989990008082
0,2,35,24,0.7798409353209741,1780.0
0,2,36,24,0.7488587111329528,2919.217381727164
0,2,37,24,0.7637542943997194,1953.652691979955
0,2,38,24,0.7744438432223596,2137.6058216154106
0,2,39,24,0.7709902751681476,1490.527173843003
0,2,40,24,0.7729269459472425,1993.3482174988073
0,2,41,24,0.7595067831913883,2160.0
0,2,42,24,0.7697124098817455,3128.300388053168
0,2,43,24,0.7787701613051358,1849.0654575323485
0,2,44,24,0.7799720039784235,1993.5800932909465
0,2,45,24,0.7686548687541791,1918.6784841215008
0,2,46,24,0.7640726866873002,1800.0
