,subnetwork,sample_run,TravelTime,TotalCost,TravelTimeDisc,TravelTimeDisc11,TotalCostDisc,TotalCostDisc11
0,2,25,413.1082197473984,7641.400120079925,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,26,407.0670071994204,5966.872813069637,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,27,414.84119175053615,8450.552915838483,"410.9247098306406, 470.04407171479124",2.0,"8032.990906584379, 12049.48635987657",2.0
0,2,28,410.5007278966022,6216.005649159018,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,29,409.1358225964459,4320.19251058555,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,30,411.7602013145276,8567.577579866405,"410.9247098306406, 470.04407171479124",2.0,"8032.990906584379, 12049.48635987657",2.0
0,2,31,470.04407171479124,7504.584640246323,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,32,407.4693675297931,8411.963140600585,"0.0, 410.75452069749997",0.0,"8032.990906584379, 12049.48635987657",2.0
0,2,33,408.78801516434777,6404.140947830366,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,34,413.45009648783736,3646.264757255027,"410.9247098306406, 470.04407171479124",2.0,"0.0, 4016.4954532921897",0.0
0,2,35,412.7582310367405,5808.05391491313,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,36,430.6195533405726,5231.935968234619,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,37,414.91549003810604,6334.529726563056,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,38,410.691611398659,6340.136853209968,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,39,411.42656067154263,5220.27108157182,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,40,410.54989081234294,6631.890805953711,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,41,410.32684164382107,7087.30405187568,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,42,410.2711857901442,5596.51240375314,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,43,409.1556445710838,5912.300832845746,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,44,411.42906959926717,5435.492710377677,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,45,410.84639148900027,6566.302380431102,"410.8112504085468, 410.8679801195937",1.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,46,409.10706474122725,5864.969827647055,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,47,410.33666131548557,4018.7495087628,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,48,411.6162208017347,6910.11173032231,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,49,408.8484941713833,6616.081514928686,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,50,407.5726154109038,7142.797614946536,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,51,405.3654407833857,5907.020115699841,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,52,409.05128623126654,7171.4120715716235,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,53,411.9915069207319,4920.977262312904,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,54,411.297229374628,7775.865377908801,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,55,412.93562253317526,6865.7410126110435,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,56,409.4594970489749,5004.754967904503,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,57,414.1402931091415,5042.945882217467,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,58,405.23162150116775,6904.19154775918,"0.0, 410.75452069749997",0.0,"4016.4954532921897, 8032.990906584379",1.0
0,2,59,413.149159934798,7301.044333180339,"410.9247098306406, 470.04407171479124",2.0,"4016.4954532921897, 8032.990906584379",1.0
0,3,0,64.79328567165192,5963.4722929545305,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,1,58.16443079183736,4602.536223681271,"57.34174679101132, 61.438365787939695",1.0,"4116.561804380065, 6174.842706570098",2.0
0,3,2,65.60815397517938,4501.543773223517,"65.53498478486807, 71.63160378179644",3.0,"4116.561804380065, 6174.842706570098",2.0
0,3,3,65.25322768435173,3262.6516756432834,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
