,sample_run,TravelTime,TotalCost,TravelTimeDisc,TravelTimeDisc11,TotalCostDisc,TotalCostDisc11
0,365,906.9070304719222,15850.064436117036,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,366,909.1320466919352,17657.63969911986,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,367,909.3669922441809,17740.09131646289,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,368,897.4381812651427,21894.388927807395,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,369,914.0983413737738,19234.103102988833,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,370,893.9389195482333,18559.604072265447,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,371,893.5506858480637,21371.52066653133,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,372,902.483542016171,19847.483114598414,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,373,896.418740354032,17359.349626674735,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,374,894.7985186634711,14805.764272609975,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,375,894.4520198071805,21653.667577011292,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,376,894.9695056615419,19672.621775124902,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,377,886.542691246092,19656.085596490284,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,378,904.666225263901,20154.39759668632,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,379,887.6586448222163,21754.017328010974,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,380,895.8762352281208,16127.242522770193,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,381,895.1948733623466,23063.874211310645,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,382,892.3815127374393,25351.651241432657,"845.0546351374641, 1015.0655621649569",2,"25288.423063402664, 31610.52882925333",2
0,383,907.4820841731705,17770.5312818251,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,384,882.6519303728428,21248.814678911232,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,385,898.4060137447685,19001.087178934882,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,386,887.6381086604483,23905.213972975074,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,387,901.641665695731,20294.172231567947,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,388,894.8003450763888,20400.670892141992,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,389,902.3955201528538,19466.581321543228,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,390,906.6993352226232,20601.43056215561,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,391,896.7783482913384,21093.439131811236,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,392,898.7082197101697,21323.180199240996,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,393,902.8591742234039,15022.717372315905,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,394,883.7433533215568,19046.412306911952,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,395,901.3919787907026,18346.978378599346,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,396,906.2449813419612,16909.531224186572,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,397,890.364397819139,18891.210831835393,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,398,906.5638268064986,20875.637761552625,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,399,892.7124834015,17437.54960301262,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,400,910.2210319572007,20017.765629753474,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,401,896.9797847558496,20846.319233214414,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,402,908.6698403433493,15683.796637714004,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,403,902.6807471641896,17252.459484544826,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,404,907.3725958532467,20890.933177378844,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,405,899.1086396330372,20797.809973620107,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,406,903.9841897171138,19634.704407998277,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,407,894.1909746867879,19247.060564657742,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,408,903.8963751966776,14105.040318896512,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,409,890.2348553356796,21074.964621315667,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,410,899.3764725942165,16908.04473625301,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,411,899.9200857260718,19672.546715753717,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,412,905.4913034271036,18737.863658892693,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,413,902.8694211398303,21975.38138237494,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,414,900.8067629049283,20128.52166376481,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,415,892.3935696054983,22096.549014376567,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,416,909.966540379441,15278.101867814876,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,417,900.9448821174444,18729.510460461996,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,418,892.133372528051,19288.31181947414,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,419,909.1539134980007,23817.357407012412,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,420,897.3339683471938,21637.069695499424,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,421,895.9294711607713,16788.41275738539,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,422,900.2936782765537,19968.270372028685,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,423,902.8639293634754,19952.815662148812,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,424,908.2183472377575,20553.296896397762,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,425,895.1757622328762,20285.945415919803,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,426,896.5068358338644,17378.891573502988,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,427,885.9346720715871,17353.07129103394,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,428,887.9324141117586,16551.450770467392,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,429,905.2146284133272,19392.516944728977,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,430,891.6112732541026,20164.807827379307,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,431,891.9267029196856,20110.59068379259,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,432,887.9530794571975,21896.58804703274,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,433,896.8612402226498,21046.813493915866,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,434,891.7206291233941,15718.68630844038,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,435,893.3516653841504,19761.598679852086,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,436,900.1800277454529,23413.553623946846,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,437,897.6644597052402,15184.361042902288,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,438,903.4382299349985,16314.978619031435,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,439,895.200872308571,18279.378028196614,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,440,882.1131723391071,22136.09432626302,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,441,894.3789971920091,14160.008577356144,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,442,896.8369293395185,20788.686294558294,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,443,897.7644997097482,20264.070203646712,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,444,899.2883550296272,20117.495971574153,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,445,905.6494518691973,21799.102965740898,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,446,884.8503043504725,15730.368908167527,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,447,904.6117315468994,15502.664798400157,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,448,895.3994973722764,18640.823168325005,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,449,899.2337997882065,15810.05866769049,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,450,909.5385593969966,19203.283287235306,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,451,893.811881686129,18456.785878561208,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,452,898.350438062887,17967.012611902068,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,453,901.5546278497927,17354.402295233955,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,454,904.2930863281749,20528.010241685755,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,455,897.467071797133,21725.042932292527,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,456,900.9403168684087,19268.039993657512,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,457,890.0027164044513,14617.766684388162,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,458,897.2126443479366,20939.2633011571,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,459,907.6556046965841,16301.056908641294,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,460,901.5945508302432,19746.134104237273,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,461,896.4365600726114,22109.830725302993,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,462,894.3881457085881,17037.289909738793,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,463,894.1354239687486,19003.73214627829,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,464,907.408372899707,19852.609302577916,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,465,896.7498268299565,21874.045407517013,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,466,900.7719961916846,15314.7297397763,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,467,891.5467967811353,25847.79762020939,"845.0546351374641, 1015.0655621649569",2,"25288.423063402664, 31610.52882925333",2
0,468,910.6791881780546,17091.22808616124,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,469,896.6569100669417,20459.635850801842,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,470,939.7978030187949,19286.570141984517,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,471,904.8456457964512,18134.80540060076,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,472,895.0414507314994,17252.503621086737,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,473,894.7913708439786,16781.546644749094,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,474,899.6381974362321,18401.32764078998,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,475,909.4258822755266,18224.840998565454,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,476,892.8957259144302,19357.35737254716,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,477,895.4562214715821,19190.96884940117,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,478,899.7271937491298,20484.85958348695,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,479,900.5786748043956,20849.146270159046,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,480,894.0781101824421,21247.609289476157,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,481,902.9980056742361,19932.730121726527,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,482,886.9800345309733,19084.227461106686,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,483,900.2900290646064,17867.913808118188,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,484,902.0027750459024,23174.76235571288,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,485,896.720210263451,19480.750942071747,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,486,897.3835054561557,23398.04887790058,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,487,909.9821314503895,18320.448722040856,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,488,900.8891462579209,19017.419257602087,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,489,910.3261988986501,19322.823584000478,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,490,900.3866627453324,16282.209439605185,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,491,887.3936494543234,17329.32188868579,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,492,890.0830348522518,17959.274341456283,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,493,902.8921980202615,18519.57622823316,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,494,897.2856670735491,20024.391035832385,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,495,910.9730275666575,18801.26916353546,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,496,901.1887115938027,17072.78077572926,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,497,891.7702471799299,19418.79139973864,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,498,910.7606490506217,17036.91762624779,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,499,897.2455157292334,19740.622333685467,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,500,908.101312659325,15128.144567135409,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,501,901.4735838620558,17611.498964307557,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,502,899.267218509209,17175.27936168692,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,503,896.9382064773417,22505.37011506565,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,504,901.6345372633573,17065.632043411097,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,505,897.0301091926815,21863.01763983987,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,506,893.8338459368142,19201.7041393397,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,507,899.5840637130344,18261.634997300484,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,508,900.1261271798592,24125.15232233343,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,509,892.0451812928584,18814.73290403088,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,510,901.6721162145752,17091.937873734238,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,511,885.632483434982,18602.742784741164,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,512,912.4964396346413,20990.00221071371,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,513,896.0406091862517,19082.31248564757,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,514,899.2145786765007,23023.43670137,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,515,897.2723864145012,18722.613443344253,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,516,899.307932690255,16085.274103722613,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,517,902.7922980689584,15566.158707928707,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,518,906.2107560377221,16868.3074061826,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,519,902.46263479059,20820.027051689416,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,520,892.3974074427117,21467.750698421423,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,521,897.0324184807287,20418.797397693692,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,522,906.6073032454833,17724.686874175255,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,523,906.0024087406341,18360.058929822037,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,524,892.9378723887926,13519.81504178247,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,525,890.0468904830639,18133.348179779237,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,526,893.7605529840791,24920.157865957404,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,527,890.5011851153562,17341.24704436712,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,528,908.1420936407969,22852.081403707944,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,529,897.1488414821584,18175.934815544322,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,530,895.288428593054,23424.337650572903,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,531,911.2594290611164,18426.22185429191,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,532,908.5506228767426,18170.887871245046,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,533,896.0090549064284,16583.48218124111,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,534,902.9075234826591,20243.441099470838,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,535,899.8025362016149,17220.012855347406,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,536,883.3455993079879,19214.726156425248,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,537,895.060441135668,19435.164639797043,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,538,902.2569758371898,18056.932526463275,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,539,898.3454090131931,20814.419683674078,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,540,893.7705006916435,15380.522745526172,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,541,902.4032798007836,21090.541867630614,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,542,906.5760544172815,19793.598014640036,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,543,895.9075441740706,16727.386850671348,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,544,897.513686754239,14080.214766244444,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,545,903.6787404754472,16003.794424091227,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,546,900.0017988245994,18940.8377761519,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,547,899.9085712853948,19655.686899022374,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,548,898.409669578551,16271.450908777206,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,549,909.7642671987198,18142.505130837442,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,550,904.7220269626878,19903.10158167754,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,551,890.7643192978724,22007.127519624824,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,552,903.9644800423284,19229.66620304076,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,553,901.0401048366132,20466.336774074556,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,554,905.7768481420662,18253.393551063382,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,555,900.3670838045438,14960.306971082284,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,556,885.459806920227,20221.38177311643,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,557,910.692736681385,16582.779582383224,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,558,893.2170293474062,17500.04347241538,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,559,896.6434546773321,25389.397555967913,"845.0546351374641, 1015.0655621649569",2,"25288.423063402664, 31610.52882925333",2
0,560,900.4978337772823,21197.887901868267,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,561,880.4491612949976,20017.395870985365,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,562,888.4316128222158,17556.154280800973,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,563,905.144138467512,15236.510399376068,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,564,891.1835635754815,18713.132747002597,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,565,905.3488354610022,15196.989476327177,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,566,884.7944055219969,19526.82449937538,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,567,910.6061779790143,17878.3133139711,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,568,905.9507881097695,17311.76588052262,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,569,893.1252703560044,16987.61961958159,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,570,899.8844119304337,19524.64744206522,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,571,894.870511086345,14419.339347165234,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,572,882.810073474107,19747.4757418123,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,573,892.4351612287824,19897.422657898514,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,574,899.9981230899571,20093.532239166136,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,575,903.1254592259371,19753.44405192797,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,576,900.9825121228415,19730.504005978164,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,577,899.9784968519459,17499.000655310017,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,578,896.9823729266803,19951.85177650383,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,579,902.3304301580304,22670.47615486654,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,580,908.4623336502079,17714.32047522741,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,581,899.593991698134,15858.907076446796,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,582,886.5543862301467,18569.628039353578,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,583,902.0632370320338,17905.8305877427,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,584,906.8620096327758,17043.23781869537,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,585,900.8280587149048,15946.452239939877,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,586,897.0706297201011,18413.610187366008,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,587,911.8932054426405,21166.884671459946,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,588,893.2645281910454,23182.616384002828,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,589,907.9622801372888,18991.623557785897,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,590,892.0483615653941,18298.868580858114,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,591,900.1030315001287,16621.89046150661,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,592,892.507510303554,16027.939284406159,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,593,905.5802147614568,19647.791219979674,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,594,907.4486231932942,16650.213899592356,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,595,906.1628367504042,14638.706969722112,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,596,897.7987255837431,16342.557494139619,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
