,sample_run,TravelTime,TotalCost,TravelTimeDisc,TravelTimeDisc11,TotalCostDisc,TotalCostDisc11
0,750,906.0300225127244,15748.308392000134,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,751,883.8837086001499,22465.5181272754,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,752,909.8920180800164,20035.462100868433,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,753,893.2202186865694,20632.879937115467,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,754,892.135366718077,18971.871645934447,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,755,902.8934712092761,24191.947264662707,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,756,898.2621357268098,17099.11793114878,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,757,909.2692170434602,24582.783450188683,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,758,916.8038388534248,19315.942079709588,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,759,895.6807665200522,18769.101208631084,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,760,894.5850740917582,18749.972164552353,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,761,902.55817344873,16254.666992230874,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,762,905.2436345168328,25053.40594143387,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,763,895.4393114738823,15436.071489119695,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,764,905.1537617097426,18564.767969064484,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,765,907.3528237105198,19312.545181405178,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,766,901.4459445179264,18199.284360619768,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,767,897.8853862982044,16056.458833264061,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,768,903.8865281461282,14013.714995615324,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,769,890.3638947772561,17269.270074309003,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,770,894.6630189552941,18598.166789999443,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,771,908.0110539790617,19537.749420661126,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,772,916.3752224316445,17560.847142047154,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,773,911.1480089818922,16335.499583449993,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,774,898.6697741079926,17699.484602354663,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,775,911.0293205655921,17409.4238425534,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,776,896.5526615565532,16751.64766446244,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,777,887.6277283967238,16151.460876175172,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,778,892.6366974462788,17800.834063469487,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,779,913.7981077545156,19960.57199879964,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,780,901.4757139288969,18578.560501059335,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,781,901.199516538612,24141.538165025584,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,782,882.8938102945049,20176.660338537436,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,783,889.9225991946719,20055.06198324279,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,784,892.8606806948494,22012.412520324473,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,785,891.1137801744685,19943.090973914754,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,786,903.7943310744301,22146.83116687289,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,787,890.6137412304522,18930.681345973295,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,788,883.0130962538478,18775.179632920255,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,789,890.0083406439513,21715.44929958112,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,790,902.6357978253596,25863.696495223903,"845.0546351374641, 1015.0655621649569",2,"25288.423063402664, 31610.52882925333",2
0,791,895.1916357047114,19944.109314019053,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,792,908.2368455418081,18282.79984990213,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,793,896.3140839635026,15910.257574775476,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,794,906.5438419088849,17464.532336159213,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,795,896.6763508211113,16408.51141183312,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,796,887.5264613975799,20595.098207001374,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,797,907.5797799711029,18935.21212795605,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,798,888.372465095614,16654.195340191356,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,799,898.8178466615182,20143.722291838378,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,800,892.1569475098602,15548.263520014936,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,801,904.4898468488674,18376.568500672107,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,802,907.8402170054377,20085.08007165776,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,803,904.3132143612956,24477.78517351244,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,804,901.5023436089148,21822.164677440047,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,805,906.7674452052655,16392.76544370404,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,806,906.5059543713013,21043.98653241268,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,807,899.6336918448184,18063.50167876744,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,808,908.8970970069436,18895.237745580227,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,809,885.9771228524761,19034.432595587423,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,810,901.4112353759772,23422.005014039867,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,811,902.5790040354225,18387.44439398615,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,812,894.4614830641924,19404.13418453011,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,813,903.6797108435062,18004.317440141513,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,814,895.893243400618,16827.998909317306,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,815,888.8474772398113,18150.665057336406,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,816,912.4311833965369,19587.819469481918,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,817,896.519628086177,17050.30135479381,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,818,902.6683178364906,23102.92500693552,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,819,888.6357231438044,16574.185656952148,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,820,904.0101545162688,19456.73244754627,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,821,887.6837379999105,18755.226160078382,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,822,904.1256480112319,20142.470788081595,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,823,897.1682974021846,18957.5583924639,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,824,892.0608195237055,16870.804839520522,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,825,901.1355851248122,21348.159091915517,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,826,906.9842866162653,19605.818170445236,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,827,890.9432429381116,17889.26769847402,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,828,895.9555781261745,15692.440712257416,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,829,900.2258140903748,24293.084383074416,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,830,885.3931843862492,18524.403253800567,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,831,901.5777456779673,17697.27667922895,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,832,895.9752012242833,18835.768559703556,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,833,907.4631837548322,21185.07044898434,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,834,894.0576357718585,19482.865280204045,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,835,911.0871464217548,21763.542892943235,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,836,907.7193322006501,20364.711606076362,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,837,889.9594699869326,19327.079955101915,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,838,904.8158400275568,19899.231104872764,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,839,905.6765380660561,17369.77570744759,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,840,894.4881464298346,18059.05747828577,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,841,892.8814625874901,20334.01448399848,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,842,901.4845098740327,20417.186773885223,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,843,887.0917421543129,18613.24930224725,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,844,951.7643903041608,20703.3077073128,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,845,886.2621992133381,22543.21755117692,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,846,893.6092775359997,21142.277153331936,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,847,898.5033827966918,21625.868597955727,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,848,904.2138604421557,20083.405647824737,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,849,899.3771746677014,17214.949411249603,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,850,899.8038433084391,19841.595993151983,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,851,905.0624707428867,18953.642900629347,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,852,905.0977693997455,17258.31636388522,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,853,902.0430539040943,19465.87675331675,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,854,911.8711696480143,17235.29363020073,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,855,884.8684655790694,19420.81576821697,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,856,889.1192277661949,19567.077992172,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,857,913.5333423218265,22872.68783937211,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,858,902.4102515211096,20064.431477744718,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,859,896.3739845712307,19192.058464090867,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,860,903.1166364216772,17561.134198793116,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,861,895.5496668170159,17737.941662451074,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,862,885.9847571386356,16989.3736731459,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,863,920.1211193677078,18616.502268734468,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,864,894.3988303198887,20455.186894669885,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,865,895.6685098346541,16624.01143886434,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,866,895.4141643210514,14060.447496076882,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,867,906.0607403444799,18544.88017570075,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,868,899.5018012311458,17047.937235826637,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,869,903.5894822557736,19746.30802195616,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,870,899.6080709930337,18983.147812915013,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,871,897.0170188546217,20592.129178451458,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,872,891.2074369043385,19408.778710748877,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,873,893.1553121791412,20227.56671723299,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,874,897.1740060864627,16472.709009870578,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,875,902.6790006772915,19358.563567827478,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,876,908.5068763116683,20150.134856500063,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,877,905.2309662711563,21098.109106964082,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,878,891.8680515732342,20307.888534080193,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,879,911.0469131725115,15990.87126566206,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,880,895.5144965105621,14473.20336136344,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,881,908.6521749948091,21550.608325057652,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,882,895.0754275094146,16912.84721607855,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,883,895.8582949107431,20090.717017570256,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,884,894.1101132589653,18356.53779604686,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,885,908.417885579433,22395.0433231946,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,886,884.5570377480094,18504.33051130839,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,887,907.9171905119151,22309.798145685614,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,888,900.268702144202,17176.839768023478,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,889,903.8153862548043,20980.54063696649,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,890,892.6747368501956,18972.03336533235,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,891,899.240834197243,20744.247905355413,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,892,882.5527000833015,22872.805948771715,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,893,892.5497903599835,20491.491945314367,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,894,922.1900248355535,14345.084304604125,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,895,900.2986923667931,17393.137235424343,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,896,903.0950698750348,15811.788984438856,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,897,895.7336335807211,19637.09861584566,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,898,899.2902149965566,18958.013083678397,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,899,899.9086714488542,20359.75327157628,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,900,896.5705526572527,15930.705067526036,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,901,899.1036153773014,19811.194584256005,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,902,899.5182922644697,18606.460285650566,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,903,892.7770166008538,21398.10877509036,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,904,908.4956868401116,16708.951525327004,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,905,904.2306902435416,18408.27819871124,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,906,894.4436728941276,16857.026776246268,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,907,904.5054404705129,15967.485609210427,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,908,896.5774102714843,18351.698382927807,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,909,898.5175538473385,17367.864021107816,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,910,895.1545664499245,18794.728440689196,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,911,890.8739116327549,22300.96368036149,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,912,889.5925440679384,15283.116868532115,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,913,884.6719555492435,15823.330398623557,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,914,901.9805768136843,15018.150340138098,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,915,902.1764361731766,16040.282829203188,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,916,895.3985000673692,21693.175800993795,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,917,896.1221127287664,18840.428667538254,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,918,884.1355967672147,18567.816814146172,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,919,905.1654585962974,18713.809436321484,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,920,903.0482553373324,23231.933897982828,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,921,900.3463753223107,20313.008739077686,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,922,890.5302120514591,21213.87647224978,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,923,911.210534760623,16534.589649810143,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,924,888.5846584483081,19205.273984831863,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,925,903.5026508366602,16751.57197171837,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,926,901.2811836299654,18526.865868050332,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,927,890.8968838859146,15821.316821443215,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,928,899.0872997373542,17858.480771704693,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,929,900.6573508335863,19566.117738345365,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,930,903.7263495242486,21050.16582714397,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,931,912.2349173313107,19199.69848857287,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,932,896.2548699375609,18626.05216409943,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,933,877.9549186690197,21737.938028541637,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,934,892.0755293936465,18334.86493849689,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,935,891.3403916909156,18860.006952254444,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,936,907.6091039740892,17093.86327322529,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,937,896.114391341737,17247.239607241285,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,938,903.4379119317152,17808.931738604388,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,939,895.3780042376716,17142.005593976744,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,940,908.6353117861377,19473.49666766164,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,941,900.8574652963737,19138.434014627783,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,942,912.0352761409328,19853.335191292637,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,943,909.2920020635659,18842.33017317957,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,944,894.8938136938878,14921.649676360386,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,945,903.5583711185748,12652.973783737858,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,946,889.2386484122927,18650.549318466507,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,947,898.606262470374,18821.73022603114,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,948,903.9996878283928,17037.681976440068,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,949,910.822872860348,18701.800050028876,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,950,910.3482101381512,18045.904260430747,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,951,898.134105741047,20573.781907463792,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,952,894.9347119402332,18614.446213803854,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,953,900.202751977469,22566.89419878354,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,954,898.5489804176711,18308.437292320326,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,955,895.2582382413707,16246.218372555368,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,956,913.6788251632831,18495.24241905237,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,957,909.0278621209753,21004.711327916724,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,958,911.8363242272256,16108.375610811669,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,959,906.1326257238209,18079.443386111034,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,960,888.4788234978794,16498.88638509901,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,961,890.7932838849274,19087.854642859023,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,962,909.9920796314758,16446.329633604695,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,963,900.6426303150463,19348.048472001316,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,964,891.9513923071597,21766.868584577678,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,965,889.4205080115471,20021.75727118013,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,966,884.9089498717594,21065.052730321764,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,967,896.8618407097736,13648.39377052196,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,968,900.3458707375866,18353.61515216812,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,969,893.3818563734379,15563.492680676107,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,970,885.9901662128159,21332.642882287273,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,971,894.8541339636727,16183.851769532346,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,972,907.6523099229746,17411.764442272983,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,973,897.3773822497442,18189.977218023738,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,974,898.2709247409618,16621.603489707064,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,975,890.11349305694,20821.55283209395,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,976,901.13973952566,21371.395096383854,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,977,901.1345995014206,19462.54028350872,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,978,894.8542668882233,18143.29309886648,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,979,899.527310110614,20379.213045389388,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
0,980,895.6054581304309,18901.55327851618,"845.0546351374641, 1015.0655621649569",2,"12644.211531701332, 18966.317297552",0
0,981,896.8484222280592,19877.616346801875,"845.0546351374641, 1015.0655621649569",2,"18966.317297552, 25288.423063402664",1
