,subnet,sample_run,Edge,Avail,TotalCost
0,1,48,40,0.7875790421522606,2622.4137012275264
0,1,49,40,0.7650623175776804,1800.029962682106
0,1,50,40,0.7633715501813348,1788.0773924051384
0,1,51,40,0.7905081608975326,616.6706719707629
0,1,52,40,0.7568780963527327,1006.2758442077421
0,1,53,40,0.783381272447794,1791.2754189882976
0,1,54,40,0.7673696571795124,1212.9390134595337
0,1,55,40,0.7819024242023955,2770.0
0,1,56,40,0.7888567158928523,2140.0
0,1,57,40,0.8005587220716673,2288.7835460828774
0,1,58,40,0.7816043514209664,1292.5285749091074
0,1,59,40,0.7771562642275972,2320.1194097725843
0,2,0,22,0.9435988725710626,552.9459168707551
0,2,1,22,0.9773281795650391,1340.0
0,2,2,22,0.9420104799745089,921.41629859212
0,2,3,22,0.9497267093997055,1332.9195211085607
0,2,4,22,0.969290322221369,0.3328830604396479
0,2,5,22,0.936746553392576,1490.0
0,2,6,22,0.9854230236465229,952.4457766663834
0,2,7,22,0.9476141890701366,821.0076078213903
0,2,8,22,0.9771980857895778,765.1854788122308
0,2,9,22,0.9672050669218092,295.9839903296189
0,2,10,22,0.9350436628380868,1764.6984399961032
0,2,11,22,0.9619272778002962,796.7018314047745
0,2,12,22,0.942507692403439,1160.0
0,2,13,22,0.9696926620798627,1461.2582807580789
0,2,14,22,0.9729146924059152,2541.982767044129
0,2,15,22,0.9723053098624646,760.4741153716801
0,2,16,22,0.9585427309972638,1321.4540204766056
0,2,17,22,0.94063853524483,1907.5418672916562
0,2,18,22,0.915692708581453,1340.0
0,2,19,22,0.9717310896823669,1239.1509504663622
0,2,20,22,0.9714717424318883,2370.0
0,2,21,22,0.9721422753960816,1102.6720230576466
0,2,22,22,0.9601607986047018,2469.230080883335
0,2,23,22,0.9927458067106268,2370.0
0,2,24,22,0.9592283013324747,773.8436312954155
0,2,25,22,0.9619744009572884,2347.693122317211
0,2,26,22,0.9214283268828573,1149.866700674515
0,2,27,22,0.9770276658650997,1490.0
0,2,28,22,0.9583305397831593,2850.0
0,2,29,22,0.9396945540154694,1141.669170256016
0,2,30,22,0.95832782409308,1340.0
0,2,31,22,0.934114975571339,900.0
0,2,32,22,0.9690515858818303,701.1889554636992
0,2,33,22,0.9769443847743319,682.5605526385689
0,2,34,22,0.9773195050426319,2512.8848934439266
0,2,35,22,0.9741619437929877,900.0
0,2,36,22,0.9623232593175363,457.16697624519855
0,2,37,22,0.9435605366571347,2370.0
0,2,38,22,0.9713262219727256,900.0
0,2,39,22,0.9599304825982791,2679.878230137066
0,2,40,22,0.3225543520782291,622.4111707866848
0,2,41,22,0.9447731308455619,710.0056415759828
0,2,42,22,0.9363275063255272,1881.1103272440096
0,2,43,22,0.9515875931641302,2346.1508314268563
0,2,44,22,0.9583385945965621,1530.0
0,2,45,22,0.9418871505028082,1666.6419802826636
0,2,46,22,0.9616601026007674,2671.853292753073
0,2,47,22,0.9450256397858251,2690.3492690668495
0,2,48,22,0.9618959392028458,897.1795076786623
0,2,49,22,0.9449063283633048,1340.0
0,2,50,22,0.971085746083058,1128.3342164330859
0,2,51,22,0.9603720458530781,1530.0
0,2,52,22,0.9738528010345882,1030.808847352397
0,2,53,22,0.9469832938958357,1086.1533719092579
0,2,54,22,0.9463763314177518,1785.990676222462
0,2,55,22,0.9535865882724993,892.4335052256725
0,2,56,22,0.9728756439612919,1933.5638320795274
0,2,57,22,0.9771894208321575,823.4379361217714
0,2,58,22,0.9350436628380868,1252.0902448889371
0,2,59,22,0.9696926620798627,1307.0669865324587
0,2,0,24,0.776087140266533,1637.5655135408317
0,2,1,24,0.7753002234511429,3290.0
0,2,2,24,0.7443387781767742,2000.0
0,2,3,24,0.7644629106225745,1299.0515500041984
0,2,4,24,0.7441338008396177,682.0461530187915
0,2,5,24,0.7886471568441454,1749.1076131522439
0,2,6,24,0.7827330288629661,1406.974145779125
0,2,7,24,0.7225817088631076,2123.7529072990374
0,2,8,24,0.7841615769103284,3071.54157776561
0,2,9,24,0.7575211483744442,952.8288839573779
0,2,10,24,0.693750572871774,2702.695432250878
0,2,11,24,0.7701546519879096,1360.0
0,2,12,24,0.3386323792174822,1404.8496090708647
0,2,13,24,0.742838391149201,2680.3029770099865
0,2,14,24,0.7827330288629661,2683.6483287718365
0,2,15,24,0.7708588051692967,1641.9491785204002
0,2,16,24,0.7686903378820436,3551.4289534427667
0,2,17,24,0.7874388506364576,2359.2115761725363
0,2,18,24,0.7809544991898774,980.0
0,2,19,24,0.7329826908491088,2540.0
0,2,20,24,0.6962981322871659,1797.654701441517
0,2,21,24,0.7686903378820436,1037.6495489260521
0,2,22,24,0.7767885684311803,2988.1305153981293
0,2,23,24,0.7783836002327179,2497.0684500842704
0,2,24,24,0.7432295551495435,3523.87559316609
0,2,25,24,0.777768925890997,0.8759431258412862
0,2,26,24,0.7358815436101406,1750.0
0,2,27,24,0.6686236263593494,1025.4397998031802
0,2,28,24,0.7806826413331576,2517.857343682846
0,2,29,24,0.756414322557756,2697.8165170829466
0,2,30,24,0.7425703785232252,1626.9477353372347
0,2,31,24,0.7448912468658235,3443.126314076626
0,2,32,24,0.7827330288629661,2202.6614530266475
0,2,33,24,0.770137814280619,0.5401040082750983
0,2,34,24,0.7686903378820436,912.4334427979687
0,2,35,24,0.7644629106225745,1794.4470113333748
0,2,36,24,0.775740994470939,1329.3987896549345
0,2,37,24,0.7809544991898774,2684.5449827650864
0,2,38,24,0.7686903378820436,1160.723359116578
0,2,39,24,0.7644629106225745,3082.947194691755
0,2,40,24,0.7337478476253579,1624.5759968172686
0,2,41,24,0.7491464580737168,1340.9940630346184
0,2,42,24,0.7342471642202796,1654.1062621357821
0,2,43,24,0.7018727413266722,1746.5408057865307
0,2,44,24,0.7435760097541866,2540.0
0,2,45,24,0.770373469150379,3620.1738503965794
0,2,46,24,0.7827330288629661,1600.0
0,2,47,24,0.7382487975262543,2248.4295747175497
0,2,48,24,0.7346491838266999,3110.8524555986814
0,2,49,24,0.6991267782795475,2222.936692664925
0,2,50,24,0.7753367332713116,2490.113318053279
0,2,51,24,0.7835510510551484,3224.7750570202143
0,2,52,24,0.7644629106225745,1030.3956567200576
0,2,53,24,0.7491084094023219,1403.6802758751314
0,2,54,24,0.7754058895611337,2518.1276264577436
0,2,55,24,0.7701633851228473,3523.9896292528642
0,2,56,24,0.7768074693406394,1533.1870026241984
0,2,57,24,0.7925915442680806,1665.812658348955
0,2,58,24,0.7640975518695485,684.99562794164
0,2,59,24,0.7789862020956685,1407.4918261528196
0,2,0,37,0.9549893404121738,1757.871633897964
0,2,1,37,0.972786559055101,960.5877808316449
0,2,2,37,0.9527354433380888,809.1116146537131
0,2,3,37,0.978385189846547,1861.216616734903
0,2,4,37,0.9518384564369264,2878.9888759132778
0,2,5,37,0.9788230599967117,1896.3562889689263
0,2,6,37,0.9705295207392158,1130.8856282834831
0,2,7,37,0.9594211446661386,1866.278238025855
0,2,8,37,0.960663492236743,804.6868710894229
0,2,9,37,0.9305030234029965,820.0
0,2,10,37,0.9647552003492734,2523.1237184611628
0,2,11,37,0.976731139218226,1162.6571931758804
0,2,12,37,0.9415944859271052,1000.0
0,2,13,37,0.9628135523055226,1126.6909606218428
0,2,14,37,0.9487219691209994,1223.5851985838533
0,2,15,37,0.9419207537090335,764.460044157281
0,2,16,37,0.9501851622442973,1056.2022642437246
0,2,17,37,0.9646153066617957,759.4623963636001
0,2,18,37,0.9797616059586944,1910.0
0,2,19,37,0.9707018500867153,1732.565097929385
0,2,20,37,0.9556086599944573,1761.8871597219486
0,2,21,37,0.9649903434861705,1070.0
0,2,22,37,0.9638047958865523,1565.1712745543862
0,2,23,37,0.9544327551419841,1040.202108533811
0,2,24,37,0.9557191716934403,1070.0
0,2,25,37,0.9636581253841008,1902.8973626510615
0,2,26,37,0.9605533512973716,814.3779608683752
0,2,27,37,0.9625117523351859,1032.8776023017642
0,2,28,37,0.9651508258936506,820.0
0,2,29,37,0.9781036939778037,747.9325527097269
0,2,30,37,0.9749879530486919,1162.1598480624773
0,2,31,37,0.9260065113382142,573.2342695152107
0,2,32,37,0.06450943900681841,1030.33163792888
0,2,33,37,0.9615635101582648,0.8057810256477221
0,2,34,37,0.9691638249522079,1000.0
0,2,35,37,0.9884292849116972,887.9703927043992
0,2,36,37,0.9788494863521121,865.8944044553801
0,2,37,37,0.964944966064919,0.5455055045061241
0,2,38,37,0.9810820070995594,970.8198118832653
0,2,39,37,0.9627400226837283,915.2570623518817
0,2,40,37,0.9785211590038561,1872.4741975420657
0,2,41,37,0.9787408389562662,1940.0
0,2,42,37,0.9641305382896014,1063.4712675328503
0,2,43,37,0.981666194894619,718.7695098542046
0,2,44,37,0.9595884672958462,1049.9060455391425
0,2,45,37,0.9770735837434946,1161.7047139280633
0,2,46,37,0.977082830715665,1118.9821599637326
0,2,47,37,0.946833886632799,1940.0
0,2,48,37,0.982005502704905,1436.2187330452678
0,2,49,37,0.9720314752238287,736.2049510398814
0,2,50,37,0.9523727291407467,1226.2027248906177
0,2,51,37,0.9439988374382211,1186.1154667118644
0,2,52,37,0.9714218161145087,1670.0
0,2,53,37,0.9517020071595228,748.0970209369045
0,2,54,37,0.952899472378909,1940.0
0,2,55,37,0.9259159515271465,1140.0
0,2,56,37,0.9472703972102816,1880.2606737558312
0,2,57,37,0.9857104531320542,1238.838209897595
0,2,58,37,0.9643628426724542,1236.1703442957034
0,2,59,37,0.9628927083445551,814.8674420087759
0,2,0,49,0.7776254563257657,2500.0
0,2,1,49,0.7728621440478105,1054.5839594835104
0,2,2,49,0.7846546731880211,1093.5067477191963
0,2,3,49,0.7462945522431682,2568.848374366219
0,2,4,49,0.7743060859231385,1110.0
0,2,5,49,0.789738062749478,2577.0730911622672
0,2,6,49,0.8489756690933136,1150.0
0,2,7,49,0.7758778987367257,2592.8185071713738
0,2,8,49,0.7759248249176238,1733.4411424925163
0,2,9,49,0.7888853259057246,1679.2025061989996
0,2,10,49,0.7690231292681652,2200.0
0,2,11,49,0.7577011963459818,2170.42138678617
0,2,12,49,0.7497119628509585,1336.0102139315159
0,2,13,49,0.7782088663789302,2230.0
0,2,14,49,0.7827822263335253,1139.7525648287299
0,2,15,49,0.7700215083051898,1504.4388676755123
0,2,16,49,0.7848241160184913,159.72679498533927
0,2,17,49,0.7532191456967985,18.402288721729636
0,2,18,49,0.773075612100676,386.0160415573607
0,2,19,49,0.7687701257438389,1110.0
0,2,20,49,0.7636568984722325,2582.739135340851
0,2,21,49,0.7636754401243828,1497.8879924157607
0,2,22,49,0.7577011963459818,1333.987966321108
0,2,23,49,0.7830652552365144,1320.0
0,2,24,49,0.751932421640529,2230.0
0,2,25,49,0.7837611967404233,1338.9813703874497
0,2,26,49,0.7680772080971086,2357.337330533343
0,2,27,49,0.7462945522431682,1397.1122831461062
0,2,28,49,0.7678596936884938,2898.6050261475243
0,2,29,49,0.7608852707692633,1110.0
0,2,30,49,0.7873231766845551,1601.611917348131
0,2,31,49,0.7684865145382016,2335.8271166278314
0,2,32,49,0.7825383787978545,1141.3303907025895
0,2,33,49,0.7622430944735178,2836.0489100935206
0,2,34,49,0.7462945522431682,2566.5817793421656
0,2,35,49,0.44439912482737925,0.814795067325057
0,2,36,49,0.7925284664478327,2200.0
0,2,37,49,0.7690634682215706,2230.0
0,2,38,49,0.7784039395238443,2802.2540477525704
0,2,39,49,0.785068560437243,464.84437672171543
0,2,40,49,0.7557615620898089,1337.027526376598
0,2,41,49,0.7539188954491117,2115.0712865654027
0,2,42,49,0.7634563382814968,2283.791689773107
0,2,43,49,0.7743332135348031,1135.369539637898
0,2,44,49,0.7576529378745436,2440.0
0,2,45,49,0.7829462891030373,1320.0
0,2,46,49,0.8132444017163494,1741.8831416478063
0,2,47,49,0.7743016506811906,2033.523050415218
0,2,48,49,0.7735456530919685,1735.004004580371
0,2,49,49,0.7563417836965508,910.6962926573532
0,2,50,49,0.7822285472778931,2440.0
0,2,51,49,0.7759774807580944,1320.0
0,2,52,49,0.7570883390935035,1149.5866499267313
0,2,53,49,0.7760055977935253,1333.3961972280913
0,2,54,49,0.7783013617825546,2584.26981571256
0,2,55,49,0.7831808954740898,2145.8819903057047
0,2,56,49,0.773079331000331,2199.671196582882
0,2,57,49,0.7760164292464033,0.5688717431242447
0,2,58,49,0.7744087674148017,2576.366098561715
0,2,59,49,0.7308505483241,898.4288018863837
0,3,0,50,0.9711721889594679,231.4373252685781
0,3,1,50,0.9212395696909363,1760.0
0,3,2,50,0.9659774724554072,623.4974919882509
0,3,3,50,0.96480133048629,1053.3394805301537
0,3,4,50,0.9647878793544465,614.0031103109249
0,3,5,50,0.9774652965477534,1449.8354396560292
0,3,6,50,0.31811521529955666,962.6930848820982
0,3,7,50,0.9582005249061034,1760.0
0,3,8,50,0.924014568523709,322.38160187333676
0,3,9,50,0.7203673217444165,500.0
0,3,10,50,0.9799419764031085,558.7291962098882
0,3,11,50,0.9144894613073907,560.8854681871276
0,3,12,50,0.9604575133438267,2400.41348646828
0,3,13,50,0.9941259032241766,668.8814051995506
0,3,14,50,0.9645835660108532,1720.0
0,3,15,50,0.9806409145723805,1050.2200418912187
0,3,16,50,0.9667745238588429,1959.1224270602122
0,3,17,50,0.9626991541814458,1126.3248329443902
0,3,18,50,0.9401980848636723,890.8796692586677
0,3,19,50,0.9581564748391916,0.7496480618936466
0,3,20,50,0.9722921916351326,1493.2431007381906
0,3,21,50,0.9543273910440805,341.8651006987267
0,3,22,50,0.9802691594650116,500.0
0,3,23,50,0.9715798142211427,960.1528817663285
0,3,24,50,0.9459095000699093,0.26430505709959295
0,3,25,50,0.9100220799990038,2270.2895287294186
0,3,26,50,0.9722921916351326,1692.8480318617746
0,3,27,50,0.9578699434597918,1602.4265091113136
0,3,28,50,0.9736603903886509,1127.1476262629355
0,3,29,50,0.9587966435526548,1437.3905795504338
0,3,30,50,0.9472316451408277,1388.132329319791
0,3,31,50,0.948294264260147,2047.8163619384607
0,3,32,50,0.9397400882065795,2479.953423481779
0,3,33,50,0.9368494057200422,909.7514363415962
0,3,34,50,0.9708282108906531,1045.9828668859934
0,3,35,50,0.9628457689889008,896.2416408331677
0,3,36,50,0.9717617596720879,1887.8047020804759
0,3,37,50,0.9578699434597918,1060.0
0,3,38,50,0.9455463947267074,907.3554779792769
0,3,39,50,0.9541813713908335,1059.667340167091
0,3,40,50,0.9920700444332349,1384.0679167754756
0,3,41,50,0.9432041146256116,1760.0
0,3,42,50,0.9604468242409432,237.45089515066988
0,3,43,50,0.9463589258309736,2310.0487996036086
0,3,44,50,0.9695226619153515,500.0
0,3,45,50,0.9647831312987429,1060.0
0,3,46,50,0.9781296810834744,500.0
0,3,47,50,0.971163258225055,1365.944387188891
0,3,48,50,0.9799933235952826,2093.400099708744
0,3,49,50,0.9492263704787791,780.8217464234881
0,3,50,50,0.9502483807275917,1042.916817925816
0,3,51,50,0.9780897732289395,2099.3890574002344
0,3,52,50,0.9503102393426719,1633.5204832876223
0,3,53,50,0.9464218340518362,86.8644943677024
0,3,54,50,0.9541155056719192,1182.8267389224427
0,3,55,50,0.9585343751675451,877.9727288825152
0,3,56,50,0.9582197927380808,2061.0919701174075
0,3,57,50,0.9778524742856519,880.0
0,3,58,50,0.964675505053154,1683.4438618175805
0,3,59,50,0.9505972980572286,1507.1758426298434
0,3,0,57,0.751907879414557,1244.794427880571
0,3,1,57,0.7679224830766825,2284.7724784405045
0,3,2,57,0.7452208266409358,3605.3326192998643
0,3,3,57,0.7452208266409358,2265.35199372843
0,3,4,57,0.7583751718869505,1030.536905706738
0,3,5,57,0.7452605197446646,2183.5022112521137
0,3,6,57,0.952002723557059,2754.05540121333
0,3,7,57,0.7781698986191442,3568.3543437157314
0,3,8,57,0.7719041492658897,1678.2847614476761
0,3,9,57,0.7431391827581659,1846.4769914365593
0,3,10,57,0.7452605197446646,930.0
0,3,11,57,0.7452605197446646,2679.4424594331153
0,3,12,57,0.07623208576592495,1542.1944907501952
0,3,13,57,0.7452605197446646,1790.0
0,3,14,57,0.7226467541270836,1030.9979954771907
0,3,15,57,0.7835130627073615,2335.050514699058
0,3,16,57,0.7820542655099678,930.0
0,3,17,57,0.7452605197446646,1031.995243920903
0,3,18,57,0.7585725675584776,2582.1375087703277
0,3,19,57,0.7739498789770376,1835.835715152128
0,3,20,57,0.7514852301108891,1329.8743184386158
0,3,21,57,0.7671286408158821,1845.8345517298105
0,3,22,57,0.7588492813023102,3047.7868540151944
0,3,23,57,0.7711149034880755,2268.7308914328155
0,3,24,57,0.7593387244675004,1790.0
0,3,25,57,0.7716448992858055,665.7850452429196
0,3,26,57,0.7831928583127882,1317.2159736163428
0,3,27,57,0.7586983092293595,1314.873952159126
0,3,28,57,0.7515660740413471,1385.0905708679643
0,3,29,57,0.7664955637639874,1823.4598040754977
0,3,30,57,0.743049434845614,2220.0
0,3,31,57,0.7822634796422344,1100.0
0,3,32,57,0.7591970937175823,927.4338156221771
0,3,33,57,0.7660642167044156,2286.6505108957595
0,3,34,57,0.7822634796422344,2160.0
0,3,35,57,0.7513925050835614,1037.5718235682323
0,3,36,57,0.7640231654998388,2175.95527863784
0,3,37,57,0.7671286408158821,2616.4561367050333
0,3,38,57,0.7800761002892715,1790.0
0,3,39,57,0.7809279891031305,901.1729638404892
0,3,40,57,0.7692013616491467,2026.1286092680486
0,3,41,57,0.7912158717749022,1544.0666941774289
0,3,42,57,0.7644493462110934,1083.7230370251868
0,3,43,57,0.9968500979567939,815.4329857771339
0,3,44,57,0.7229438655154409,0.230081104564954
0,3,45,57,0.7594777785840526,1317.5398318932603
0,3,46,57,0.771658559319965,1521.4376009169569
0,3,47,57,0.7585914168219492,2096.533890960302
0,3,48,57,0.7671286408158821,1699.4076414464123
0,3,49,57,0.7922163080388804,411.7103168199743
0,3,50,57,0.7822634796422344,1100.0
0,3,51,57,0.7838221447025419,3597.786416416355
0,3,52,57,0.7614520190108844,2348.7400280663037
0,3,53,57,0.7452605197446646,2758.167856106545
0,3,54,57,0.7697769548789344,2129.3684840561446
0,3,55,57,0.7662784244993949,1981.7381554668789
0,3,56,57,0.7692859463720763,1706.2215896535968
0,3,57,57,0.7803788674255122,2220.0
0,3,58,57,0.762133616178203,2170.8299142215246
0,3,59,57,0.7697746729880686,1810.924352922073
0,4,0,43,0.7399324257340009,3132.1460949728994
0,4,1,43,0.7772778727847456,3730.0
0,4,2,43,0.719307116138775,1750.0
0,4,3,43,0.758179140478313,1245.709268981354
0,4,4,43,0.7811884341622756,2332.6353669304535
0,4,5,43,0.735585214384612,2447.938925212572
0,4,6,43,0.7804007780495342,3070.0
0,4,7,43,0.764276659505454,923.5094462542855
0,4,8,43,0.7761547918356245,2623.9355573470275
0,4,9,43,0.7235484043982157,2800.0
0,4,10,43,0.777652984166284,2052.7606222997697
0,4,11,43,0.7234176334653445,1760.0
0,4,12,43,0.7234176334653445,1511.2826733775323
0,4,13,43,0.782109310686011,2800.0
0,4,14,43,0.7744973371185763,1611.7830293433462
0,4,15,43,0.7235484043982157,1190.0
0,4,16,43,0.7642389756874871,1910.0
0,4,17,43,0.7789957708528914,3150.9124208206276
0,4,18,43,0.7568574951749845,2710.702632608773
0,4,19,43,0.7454239767792227,604.2585285838852
0,4,20,43,0.7480475593371934,1181.8515497253068
0,4,21,43,0.08081366473229906,1864.1394229507603
0,4,22,43,0.7745851270996085,2618.492559355063
0,4,23,43,0.7746871760751473,1241.1707404056583
0,4,24,43,0.7436185680247904,1144.301091097869
0,4,25,43,0.7679987680282615,1760.0
0,4,26,43,0.7580552576020054,1693.8627008040203
0,4,27,43,0.7757365372996193,1599.225028626067
0,4,28,43,0.7581919693374961,1540.0
0,4,29,43,0.7567469936978545,1741.1684898824994
0,4,30,43,0.719307116138775,1711.8022627774399
0,4,31,43,0.7581593617920057,1760.0
0,4,32,43,0.7439238444303519,1966.0590378538411
0,4,33,43,0.7359142309296544,1581.011458949251
0,4,34,43,0.748815010751703,1242.4932527482777
0,4,35,43,0.7568970230266726,1058.2676324602078
0,4,36,43,0.776127279214717,1907.5010971987551
0,4,37,43,0.7404116830776896,2317.0423000577503
0,4,38,43,0.7854265489903316,1249.554955683837
0,4,39,43,0.7604503515489487,1261.5521848283458
0,4,40,43,0.7757365372996193,1524.1372966935412
0,4,41,43,0.7511660176292151,1760.0
0,4,42,43,0.777285610769591,1910.0
0,4,43,43,0.7854645603371267,1540.0
0,4,44,43,0.7712022779265014,1530.0
0,4,45,43,0.7480881992423398,1259.7605796844393
0,4,46,43,0.7397650422264905,2022.6116059215574
0,4,47,43,0.7634346730908298,1910.0
0,4,48,43,0.7679987680282615,1941.4879017265469
0,4,49,43,0.7709873179169501,2800.0
0,4,50,43,0.7506639709138004,0.00770978079698148
0,4,51,43,0.7633973303035444,1722.9994627613812
0,4,52,43,0.7725354163753211,0.3651147650838503
0,4,53,43,0.7650774093042991,1910.0
0,4,54,43,0.7854854152147048,1760.0
0,4,55,43,0.77089702391997,1726.7910302163739
0,4,56,43,0.7637641303554041,1808.475579825795
0,4,57,43,0.7823237336409644,1840.6202585431288
0,4,58,43,0.7337989715015555,1760.0
0,4,59,43,0.7858286788661617,2315.587110843752
0,4,0,58,0.7327262428085523,1860.0
0,4,1,58,0.7700490023238222,1603.1077037530033
0,4,2,58,0.7828957797962546,3279.5899458556523
0,4,3,58,0.7452258074534616,2961.065591565593
0,4,4,58,0.7395025337486724,1748.098789483114
0,4,5,58,0.7690596834424449,1875.7631447464064
0,4,6,58,0.7688160463985562,547.2635483230744
0,4,7,58,0.7626740668629992,1888.6176833826157
0,4,8,58,0.7789621653965727,1896.5205839007049
0,4,9,58,0.78298816323242,1830.0
0,4,10,58,0.738510109226581,892.602405834782
0,4,11,58,0.7642190268787717,1749.8201057851195
0,4,12,58,0.7828394363347013,1902.1137310439408
0,4,13,58,0.7346583093640163,1164.403870310967
0,4,14,58,0.7729602999404838,1741.6501645854323
0,4,15,58,0.7356276730087651,383.60691703115134
0,4,16,58,0.7827740944824157,1860.0
0,4,17,58,0.7781727262262856,1503.1994078157693
0,4,18,58,0.7858089589332817,2810.6662783269317
0,4,19,58,0.781260678091103,1896.8140204663257
0,4,20,58,0.749721733118052,1885.5759764389704
0,4,21,58,0.7873046116256841,2734.6883940889384
0,4,22,58,0.789420512215949,3637.73483583357
0,4,23,58,0.73299738440274,1233.2282844034617
