0,0,0,0,0,0,0,0.28,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.490022172949002,0.509977827050998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.164856860809477,0,0.227048371174729,0.39254532575083,0.215549442264965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.285086793900451,0.377270547616764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337642658482785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.321220930232558,0,0,0.178779069767442,0.204626334519573,0.185943060498221,0.109430604982206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.248314606741573,0,0.251685393258427,0,0,0,0,0,0,0,0,0.180241327300151,0,0.144796380090498,0.174962292609351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.297117546755796,0,0,0.277221282464114,0.163149367191799,0.262511803588291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.136125654450262,0,0,0,0.194107452339688,0,0.199306759098787,0,0.106585788561525,0.181937172774869,0.181937172774869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.168929110105581,0,0.173453996983409,0.157616892911011,0,0,0,0.184516129032258,0,0.154193548387097,0.161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.227801310353586,0,0,0,0,0,0.23883696780893,0.228896508961055,0,0,0.304465212876428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.178060737250907,0,0,0,0,0,0,0.17891679848769,0,0.237985023825732,0,0.194690265486726,0.210347174948945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.119785973577318,0,0.191328286304198,0,0.212663454920853,0.232754859227472,0.243467425970159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.197583511016347,0.203269367448472,0,0,0,0,0,0,0,0,0.177290561722431,0,0,0.214489920655263,0.207366639157487,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.112431444241316,0,0,0.093323216995448,0,0,0.216995447647951,0,0,0.189681335356601,0.175502742230347,0.212065813528336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.094907407407407,0,0,0.220679012345679,0,0.184413580246914,0,0.155088852988691,0,0.177705977382876,0.167205169628433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
